url,label,url_length,num_dots,num_hyphens,num_at,num_digits,num_params,num_slashes,num_question,num_percent,num_special,domain_length,path_length,has_https,has_http,has_suspicious_kw
throwoutthedice.blogspot.com/,benign,29,2,0,0,0,0,1,0,0,0,0,29,0,0,0
virtualwall.org/dl/LevisCA01a.htm,benign,33,2,0,0,2,0,2,0,0,0,0,33,0,0,0
afghanistans.com/,benign,17,1,0,0,0,0,1,0,0,0,0,17,0,0,0
amazon.com/Rosetta-Stone-German-Level-1-3/dp/1617160067,benign,55,1,5,0,12,0,3,0,0,0,0,55,0,0,0
ezinearticles.com/?I-Want-A-Guy!-Here-Are-The-Shocking-Secrets-That-Make-Any-Guy-Want-You&id=4913655,benign,100,1,14,0,7,1,1,1,0,3,0,18,0,0,0
creditunions.com/article.aspx?articleid=2173,benign,44,2,0,0,4,1,1,1,0,2,0,29,0,0,0
dragonboatbc.ca/the-rio-tinto-alcan-dragon-boat-festival/,benign,57,1,6,0,0,0,2,0,0,0,0,57,0,0,0
lonelyplanet.com/canada/montreal,benign,32,1,0,0,0,0,2,0,0,0,0,32,0,0,0
bookrags.com/disamb/Patton,benign,26,1,0,0,0,0,2,0,0,0,0,26,0,0,0
biomedexperts.com/Profile.bme/947515/Ludmila_Mironova,benign,53,2,0,0,6,0,3,0,0,1,0,53,0,0,0
stretchingplus.com/anglais/Canada.htm,benign,37,2,0,0,0,0,2,0,0,0,0,37,0,0,0
kfog.com/Pages/KFOGKaBoom2009.aspx,benign,34,2,0,0,4,0,2,0,0,0,0,34,0,0,0
genealogybuff.com/in/in-stjoseph-obits10.htm,benign,44,2,2,0,2,0,2,0,0,0,0,44,0,0,0
whosdatedwho.com/tpx_54463/maggie-castle/,benign,41,1,1,0,5,0,3,0,0,1,0,41,0,0,0
mylife.com/c-2786727925,benign,23,1,1,0,10,0,1,0,0,0,0,23,0,0,0
en.wikipedia.org/wiki/Chantal_Rouleau,benign,37,2,0,0,0,0,2,0,0,1,0,37,0,0,0
hitchcockwiki.com/wiki/John_Buchan,benign,34,1,0,0,0,0,2,0,0,1,0,34,0,0,0
football-wallpapers.com/aston-villa-wallpaper-1/,benign,48,1,4,0,1,0,2,0,0,0,0,48,0,0,0
en.wikipedia.org/wiki/Melissa_Maughn,benign,36,2,0,0,0,0,2,0,0,1,0,36,0,0,0
foodpages.ca/?find=food%20stores&near=12864,benign,43,1,0,0,7,2,1,1,1,4,0,13,0,0,0
192.com/atoz/people/wilson/yolande/,benign,35,1,0,0,3,0,5,0,0,0,0,35,0,0,0
en.wikipedia.org/wiki/Andr%C3%A9_Duchesne,benign,41,2,0,0,2,0,2,0,2,1,0,41,0,0,0
http://io9.com/5867059/val-kilmers-meth-loving-mad-scientist-makes-new-friends-on-saturday-night-live/lib/scribe/scribe,benign,119,1,12,0,8,0,7,0,0,0,7,105,0,1,0
songlyrics.com/stranglers/mad-hatter-lyrics/,benign,44,1,2,0,0,0,3,0,0,0,0,44,0,0,0
http://extratorrent.cc/torrent/4188633/25+Sexy+Model+Miranda+Kerr+Hot+Wallpaper+Set+6.html,benign,90,2,0,0,10,0,5,0,0,0,15,68,0,1,0
youtube.com/watch?v=rOLVUyF0A_o,benign,31,1,0,0,1,1,1,1,0,3,0,17,0,0,0
wn.com/John_Wildman,benign,19,1,0,0,0,0,1,0,0,1,0,19,0,0,0
philly.com/philly/blogs/phillies/Postseason-preview-Make-your-head-hurt-a-little-less-with-these-handy-potential-Phillies-match-ups.html,benign,136,2,15,0,0,0,4,0,0,0,0,136,0,0,0
youtube.com/watch?v=ZX7iiSQa8U4,benign,31,1,0,0,3,1,1,1,0,2,0,17,0,0,0
amazon.com/s?ie=UTF8&keywords=Josh%20Charles&rh=i%3Aaps%2Ck%3AJosh%20Charles&page=1,benign,83,1,0,0,9,4,1,1,5,8,0,12,0,0,0
filmaffinity.com/es/search.php?stype=cast&stext=Mira+Sorvino,benign,60,2,0,0,0,2,2,1,0,4,0,30,0,0,0
pressbanner.com/pages/ad_details/listing_details?id=43779278-nbc-live-atlanta-falcons-vs-philadelphia-eagles-live-streaming-free-nfl-week-2-sunday-night-football-on-september-18-2011-at-820-pm-et,benign,195,1,24,0,18,1,3,1,0,4,0,48,0,0,1
highschoolsports.net/school/St-Teresa-s-Academy-Kansas-City-MO/,benign,63,1,6,0,0,0,3,0,0,0,0,63,0,0,0
iceworldconsulting.com/haviland-hockey-family/,benign,46,1,2,0,0,0,2,0,0,0,0,46,0,0,0
http://torcache.net/torrent/3DD7F658D4F884D1E44DBA363F88CDB1BDCF584A.torrent?title=[kickass.to]gotham.s01e21.hdtv.xvid.fum.ettv,benign,127,8,0,0,25,1,4,1,0,2,12,57,0,1,0
https://hollywoodlife.com/2015/05/11/wango-tango-fifth-harmony-beauty-makeup-2015-concert/,benign,90,1,7,0,12,0,7,0,0,0,17,65,1,0,0
fairfaxunderground.com/forum/,benign,29,1,0,0,0,0,2,0,0,0,0,29,0,0,0
mylife.com/c-1469403808,benign,23,1,1,0,10,0,1,0,0,0,0,23,0,0,0
absoluteastronomy.com/topics/Burt_Bacharach,benign,43,1,0,0,0,0,2,0,0,1,0,43,0,0,0
countdown.onlineclock.net/,benign,26,2,0,0,0,0,1,0,0,0,0,26,0,0,0
blog.eu.playstation.com/2010/03/10/introducing-playstation-move/,benign,64,3,2,0,8,0,5,0,0,0,0,64,0,0,0
stuartverney.com/The_Stonehenge_Enimga/Videos.html,benign,50,2,0,0,0,0,2,0,0,2,0,50,0,0,0
trafficengland.com/map.aspx?long0=-153.02732193009462&lat0=3107.724938251105&long1=16.731196588423927&lat1=3034.7776501155117,benign,125,6,1,0,71,4,1,1,0,8,0,27,0,0,0
chiefskansascity.blogspot.com/,benign,30,2,0,0,0,0,1,0,0,0,0,30,0,0,0
photos.lucywho.com/caroline-dhavernas-photos-t2767.html,benign,55,3,3,0,4,0,1,0,0,0,0,55,0,0,0
hoovers.com/company/Imperial_Oil_Limited/ctcrsi-1.html,benign,54,2,1,0,1,0,3,0,0,2,0,54,0,0,0
http://xvideo-jp.com/archives/category/%e8%97%a4%e4%ba%95%e3%81%82%e3%81%84%e3%81%95,benign,84,1,1,0,22,0,5,0,15,0,13,64,0,1,0
en.wikisource.org/wiki/Category:16th_century_BCE_deaths,benign,55,2,0,0,2,0,2,0,0,3,0,55,0,0,0
duckduckgo.com/1/c/Canadian_country_singers,benign,43,1,0,0,1,0,3,0,0,2,0,43,0,0,0
8051projects.net/adc-interfacing/,benign,33,1,1,0,4,0,2,0,0,0,0,33,0,0,0
entertainmentearth.com/prodinfo.asp?number=SQ80842,benign,50,2,0,0,5,1,1,1,0,2,0,35,0,0,0
definingcanada.ca/2008/08/28/q-a-with-wayne-larsen/,benign,51,1,4,0,8,0,5,0,0,0,0,51,0,0,0
basilica.nd.edu/about/,benign,22,2,0,0,0,0,2,0,0,0,0,22,0,0,0
dir.yahoo.com/Entertainment/Actors/Voice_Actors/,benign,48,2,0,0,0,0,4,0,0,1,0,48,0,0,0
linkedin.com/pub/francesco-basso/13/830/562,benign,43,1,1,0,8,0,5,0,0,0,0,43,0,0,0
gotofreestuff.com/,benign,18,1,0,0,0,0,1,0,0,0,0,18,0,0,1
rockmagic.net/guitar-tabs/green-day/minority.crd,benign,48,2,2,0,0,0,3,0,0,0,0,48,0,0,0
news-briefs.ew.com/2011/02/17/len-lesser-uncle-leo-dies/,benign,56,2,5,0,8,0,5,0,0,0,0,56,0,0,0
indeed.com/cmp/The-Royal-Montreal-Golf-Club,benign,43,1,4,0,0,0,2,0,0,0,0,43,0,0,0
watcheroo.com/graham-watches.php,benign,32,2,1,0,0,0,1,0,0,0,0,32,0,0,0
checkingaccountloans.org/,benign,25,1,0,0,0,0,1,0,0,0,0,25,0,0,1
http://mylust.com/videos/230748/filthy-and-hot-black-hoodrat-wants-to-get-married-so-bad/,benign,89,1,10,0,6,0,6,0,0,0,10,72,0,1,0
bleacherreport.com/articles/857221-6-signs-derrick-rose-is-already-on-a-basketball-hall-of-fame-career-path,benign,107,1,14,0,7,0,2,0,0,0,0,107,0,0,0
http://indianexpress.com/article/cities/mumbai/for-safe-campuses-mu-makes-self-defence-training-for-women-a-must-in-colleges/,benign,125,1,13,0,0,0,7,0,0,0,17,101,0,1,0
latimesblogs.latimes.com/thedailymirror/2010/11/aron-ralston-the-real-story.html,benign,80,3,4,0,6,0,4,0,0,0,0,80,0,0,0
mellortalksmurder.blogspot.com/,benign,31,2,0,0,0,0,1,0,0,0,0,31,0,0,0
http://torcache.net/torrent/076B594ADF63B3AEF76431C219C4069EAB028DEC.torrent?title=[kickass.to]the.expendables.2.2012.720p.bluray.x264.nezu,benign,139,10,0,0,35,1,4,1,0,2,12,57,0,1,0
local.yahoo.com/FL/Navarre/Food+Dining/Restaurants/Ice+Cream+Yogurt,benign,67,2,0,0,0,0,5,0,0,0,0,67,0,0,0
http://torcache.net/torrent/9CAB02E5275C4CFAB76F260D80917AD510439466.torrent?title=[kickass.to]game.of.thrones.s05e05.720p.hdtv.x264.don.movietam,benign,145,11,0,0,37,1,4,1,0,2,12,57,0,1,0
pktube.onepakistan.com/Smotri/,benign,30,2,0,0,0,0,2,0,0,0,0,30,0,0,0
sonjamorganonline.sonjaproductions.com/blog/,benign,44,2,0,0,0,0,2,0,0,0,0,44,0,0,0
moneycentral.msn.com/detail/stock_quote?Symbol=CA%3aOSK,benign,55,2,0,0,1,1,2,1,1,3,0,39,0,0,0
localfinancial.net/utah/lehi/120-n-850-e-109366.html,benign,52,2,4,0,12,0,3,0,0,0,0,52,0,0,0
hockeyboxscores.com/draft/1972.shtml,benign,36,2,0,0,4,0,2,0,0,0,0,36,0,0,0
zippyshare.com/v/6052139/file.html,benign,34,2,0,0,7,0,3,0,0,0,0,34,0,0,0
fanpix.net/gallery/caroline-dhavernas-pictures.htm,benign,50,2,2,0,0,0,2,0,0,0,0,50,0,0,0
simply-sweet.ca/2011/03/25/sweet-table-cupcakes/,benign,48,1,3,0,8,0,5,0,0,0,0,48,0,0,0
pipl.com/directory/name/Riendeau/Denis,benign,38,1,0,0,0,0,4,0,0,0,0,38,0,0,0
ebbc.org/?q=blog/9&page=1,benign,25,1,0,0,2,2,2,1,0,4,0,9,0,0,0
asianmediawiki.com/Ketsuekigata-betsu_Onna_ga_Kekkon_suru_Hoho,benign,62,1,1,0,0,0,1,0,0,5,0,62,0,0,0
nativecelebs.com/actors8.htm,benign,28,2,0,0,1,0,1,0,0,0,0,28,0,0,0
citytowninfo.com/school-profiles/potomac-college,benign,48,1,2,0,0,0,2,0,0,0,0,48,0,0,0
trueknowledge.com/q/robert_berdella_biography,benign,45,1,0,0,0,0,2,0,0,2,0,45,0,0,0
pamelacgraham.com/,benign,18,1,0,0,0,0,1,0,0,0,0,18,0,0,0
legacy.com/celebration/winstonsalem/celebrations-announcement.aspx?page=announcement&aid=147141928,benign,98,2,1,0,9,2,3,1,0,4,0,66,0,0,0
http://olx.ua/uk/i2/kiev/obyavlenie/moyuschiy-pylesos-karcher-puzzi-100-super-b-u-IDdZwUE.html,benign,94,2,8,0,4,0,7,0,0,0,6,81,0,1,0
moniqueadaire.nudenakedcelebrities.com/,benign,39,2,0,0,0,0,1,0,0,0,0,39,0,0,0
http://dantri.com.vn/thu-thuat/huong-dan-cach-chan-loi-moi-choi-game-tren-facebook-1068923.htm,benign,94,3,11,0,7,0,4,0,0,0,13,74,0,1,0
pediaview.com/openpedia/United_States_Census_Bureau,benign,51,1,0,0,0,0,2,0,0,3,0,51,0,0,0
eeticket.com/aggregator_summary/sources/1,benign,41,1,0,0,1,0,3,0,0,1,0,41,0,0,0
movieweb.com/search?search=august+schellenberg,benign,46,1,0,0,0,1,1,1,0,2,0,19,0,0,0
http://sfglobe.com/2015/02/19/former-nurse-says-he-killed-30-patients-because-he-was-bored/?src=home_feed,benign,105,1,10,0,10,1,7,1,0,3,11,73,0,1,0
http://stackoverflow.com/questions/24148956/ping-docker-container-from-another-machine-in-the-network,benign,101,1,8,0,8,0,5,0,0,0,17,77,0,1,0
ars.usda.gov/PandP/locations/people.htm?modecode=12-30-00-00,benign,60,3,3,0,8,1,3,1,0,2,0,39,0,0,0
ruckusbringer.com/,benign,18,1,0,0,0,0,1,0,0,0,0,18,0,0,0
tastebook.com/recipes/1091004-Alice-Mack-s-World-Famous-Cinnamon-Rolls,benign,70,1,7,0,7,0,2,0,0,0,0,70,0,0,0
indeed.com/q-Kraft-Foods-jobs.html,benign,34,2,3,0,0,0,1,0,0,0,0,34,0,0,0
sterlingaviation.com/,benign,21,1,0,0,0,0,1,0,0,0,0,21,0,0,0
leeds.ac.uk/news/article/1466/,benign,30,2,0,0,4,0,4,0,0,0,0,30,0,0,0
http://stackoverflow.com/questions/6702846/ruby-on-rails-models-and-relationship-table,benign,86,1,6,0,7,0,5,0,0,0,17,62,0,1,0
view.eskimotube.com/monica%20mattos.htm,benign,39,3,0,0,2,0,1,0,1,0,0,39,0,0,0
homepages.sover.net/~spectrum/nasl/naslstar.html,benign,48,3,0,0,0,0,3,0,0,0,0,48,0,0,0
fallout.wikia.com/wiki/Deliver_Moore%27s_briefcase_to_Mr._Bishop_in_New_Reno,benign,76,3,0,0,2,0,2,0,1,8,0,76,0,0,0
facebook.com/notes/libya-outreach-group/myths-of-the-gaddafi-regime-explained/290695180954751,benign,93,1,7,0,15,0,4,0,0,0,0,93,0,0,0
uk.ask.com/wiki/VIA_Rail,benign,24,2,0,0,0,0,2,0,0,1,0,24,0,0,0
pbs.org/wgbh/americanexperience/films/lee/,benign,42,1,0,0,0,0,5,0,0,0,0,42,0,0,0
buffaloah.com/a/forestL/pratt_s/tc.html,benign,39,2,0,0,0,0,4,0,0,1,0,39,0,0,0
en.wikipedia.org/wiki/William_van_Horn,benign,38,2,0,0,0,0,2,0,0,2,0,38,0,0,0
en.wikipedia.org/wiki/Sean_McNamara,benign,35,2,0,0,0,0,2,0,0,1,0,35,0,0,0
metrolyrics.com/move-your-body-lyrics-blessed-by-a-broken-heart.html,benign,68,2,8,0,0,0,1,0,0,0,0,68,0,0,0
http://perezhilton.com/galleries/kim-kardashian-madonna-celebrity-twit-pics-instagram-gallery/?id=454265&from=gallery_widget,benign,124,1,7,0,6,2,5,1,0,5,15,72,0,1,0
hotfemalebodies.com/,benign,20,1,0,0,0,0,1,0,0,0,0,20,0,0,0
frenchteachers.org/archives/conventions/1998-Montreal.htm,benign,57,2,1,0,4,0,3,0,0,0,0,57,0,0,0
movies.nytimes.com/movie/205753/Catherine-Cookson-s-The-Man-Who-Cried/overview,benign,78,2,6,0,6,0,4,0,0,0,0,78,0,0,0
downarchive.com/dl/subtitle+indonesia+film+agora.html,benign,53,2,0,0,0,0,2,0,0,0,0,53,0,0,0
boylesjoyce.tripod.com/DATABASE/wgc21.html,benign,42,3,0,0,2,0,2,0,0,0,0,42,0,0,0
baseballjunkdrawer.blogspot.com/2009/10/which-team-had-most-future-managers.html,benign,80,3,5,0,6,0,3,0,0,0,0,80,0,0,0
movies.nytimes.com/person/37412/Peter-Keleghan/filmography,benign,58,2,1,0,5,0,4,0,0,0,0,58,0,0,0
moneycentral.msn.com/detail/stock_quote?Symbol=CJRS,benign,51,2,0,0,0,1,2,1,0,3,0,39,0,0,0
montrealgazette.com/entertainment/Interview+Coeur+pirate+Pours+Heart/5675897/story.html,benign,87,2,0,0,7,0,4,0,0,0,0,87,0,0,0
vimeo.com/27831743,benign,18,1,0,0,8,0,1,0,0,0,0,18,0,0,0
simple.wikipedia.org/wiki/United_States_Democratic_Party,benign,56,2,0,0,0,0,2,0,0,3,0,56,0,0,0
csufresno.edu/folklore/ballads/R703.html,benign,40,2,0,0,3,0,3,0,0,0,0,40,0,0,0
http://xhamster.com/movies/2094760/very_huge_natural_tits_on_this_tiny_blonde_huge_cameltoe.html?promo=1,benign,104,2,0,0,8,1,5,1,0,11,12,77,0,1,0
thefullwiki.org/Druze,benign,21,1,0,0,0,0,1,0,0,0,0,21,0,0,0
allstarpics.net/pic-gallery/russell-hornsby-pics.htm,benign,52,2,3,0,0,0,2,0,0,0,0,52,0,0,0
123people.com/s/diane+laverdiere,benign,32,1,0,0,3,0,2,0,0,0,0,32,0,0,0
cibike.org/charity-rides.html,benign,29,2,1,0,0,0,1,0,0,0,0,29,0,0,0
nude.actresses.nu/erin_moran,benign,28,2,0,0,0,0,1,0,0,1,0,28,0,0,0
likesbooks.com/garwood.html,benign,27,2,0,0,0,0,1,0,0,0,0,27,0,0,0
allshallperish.com/,benign,19,1,0,0,0,0,1,0,0,0,0,19,0,0,0
ghosttowns.com/states/nv/nvttd.html,benign,35,2,0,0,0,0,3,0,0,0,0,35,0,0,0
amazon.com/s?ie=UTF8&keywords=Puddle%20Of%20Mudd&rh=n%3A1036592%2Ck%3APuddle%20Of%20Mudd&page=1,benign,95,1,0,0,20,4,1,1,7,8,0,12,0,0,0
examiner.com/music-in-san-francisco/presenting-the-cathedral-of-christ-the-light-a-new-stunning-venue-for-choral-and-organ-music,benign,128,1,18,0,0,0,2,0,0,0,0,128,0,0,0
ufcundisputed.com/fighter/migeulangeltorres,benign,43,1,0,0,0,0,2,0,0,0,0,43,0,0,0
wn.com/Pure_Country,benign,19,1,0,0,0,0,1,0,0,1,0,19,0,0,0
youtube.com/watch?v=zHWs7q2_hTw,benign,31,1,0,0,2,1,1,1,0,3,0,17,0,0,0
chictopia.com/imaginary-voyage-tops-qq/search,benign,45,1,3,0,0,0,2,0,0,0,0,45,0,0,0
vividseats.com/ncaab/big-12-tournament-tickets.html,benign,51,2,3,0,2,0,2,0,0,0,0,51,0,0,0
http://allegro.pl/listing/listing.php?id=20585&order=m&string=%7Bstring%7D&bmatch=seng-v6-p-sm-isqm-2-ce-0113,benign,109,2,7,0,13,4,4,1,2,8,10,20,0,1,0
mfhn.com/lalonde/i664.asp,benign,25,2,0,0,3,0,2,0,0,0,0,25,0,0,0
artists.letssingit.com/gabrielle-destroismaisons-v74j9/overview,benign,63,2,2,0,3,0,2,0,0,0,0,63,0,0,0
bertandernies.com/,benign,18,1,0,0,0,0,1,0,0,0,0,18,0,0,0
kansascity-living.com/,benign,22,1,1,0,0,0,1,0,0,0,0,22,0,0,0
pbs.org/wgbh/americanexperience/films/hurricane/,benign,48,1,0,0,0,0,5,0,0,0,0,48,0,0,0
people.famouswhy.com/patrick_bordeleau/,benign,39,2,0,0,0,0,2,0,0,1,0,39,0,0,0
tabs.ultimate-guitar.com/m/mudvayne/severed_ver2_btab.htm,benign,57,3,1,0,1,0,3,0,0,2,0,57,0,0,0
yahoosports.teamfanshop.com/NCAA_University_of_Kansas,benign,53,2,0,0,0,0,1,0,0,3,0,53,0,0,0
thwgraphics.com/westbrook/genealogy/indexes/index_il.htm,benign,56,2,0,0,0,0,4,0,0,1,0,56,0,0,0
accentadvocate.com/election/candidates/congressional/loni-hancock-1.850039,benign,74,2,2,0,7,0,4,0,0,0,0,74,0,0,0
facebook.com/pages/Ichiro-Irabu/171792953537,benign,44,1,1,0,12,0,3,0,0,0,0,44,0,0,0
ls.berkeley.edu/,benign,16,2,0,0,0,0,1,0,0,0,0,16,0,0,0
ourhistory.canadiens.com/player/Odie-Cleghorn,benign,45,2,1,0,0,0,2,0,0,0,0,45,0,0,0
youtube.com/watch?v=ScQ9xjU79AA,benign,31,1,0,0,3,1,1,1,0,2,0,17,0,0,0
heather-oneill.com/,benign,19,1,1,0,0,0,1,0,0,0,0,19,0,0,0
thewriteme.com/,benign,15,1,0,0,0,0,1,0,0,0,0,15,0,0,0
mailprint.com/printautomation.htm,benign,33,2,0,0,0,0,1,0,0,0,0,33,0,0,0
oaklandlibrary.org/PR/pr040709hos.htm,benign,37,2,0,0,6,0,2,0,0,0,0,37,0,0,0
sing365.com/music/lyric.nsf/Kiss-Revenge-Album/3E3E91790176091148256A8B000D3E7C,benign,79,2,2,0,28,0,4,0,0,0,0,79,0,0,0
phillipsmfg.com/products/mbt/square.htm,benign,39,2,0,0,0,0,3,0,0,0,0,39,0,0,0
allstarjobs.ca/jobs/job-classification,benign,38,1,1,0,0,0,2,0,0,0,0,38,0,0,0
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/aparate-de-bucatarie/electronice-si-electrocasnice/electrocasnice/aparate-de-bucatarie,benign,148,1,8,0,1,0,9,0,0,0,6,135,0,1,0
en.wikipedia.org/wiki/Monte_Carlo_method,benign,40,2,0,0,0,0,2,0,0,2,0,40,0,0,0
icehockey.wikia.com/wiki/Lee_Norwood,benign,36,2,0,0,0,0,2,0,0,1,0,36,0,0,0
espn.go.com/mlb/history/season/_/year/1956,benign,42,2,0,0,4,0,6,0,0,1,0,42,0,0,0
dianaswednesday.com/2010/04/griffintown-redevelopment-project/,benign,62,1,2,0,6,0,4,0,0,0,0,62,0,0,0
youtube.com/watch?v=KzslLKZ54VA,benign,31,1,0,0,2,1,1,1,0,2,0,17,0,0,0
jigsaw.com/scid13879120/rich_artigiani.xhtml,benign,44,2,0,0,8,0,2,0,0,1,0,44,0,0,0
myspace.com/djwaynemichael07,benign,28,1,0,0,2,0,1,0,0,0,0,28,0,0,0
http://buzzfil.net/article/5295/vdm/ils-se-trompent-en-plantant-du-cannabis-a-la-place-du-gazon-le-resultat-est-epoustouflant-9.html?href=inner_website,benign,151,2,16,0,5,1,6,1,0,3,11,114,0,1,0
http://europa.eu/about-eu/agencies/regulatory_agencies_bodies/policy_agencies/emsa/index_en.htm,benign,95,2,1,0,0,0,8,0,0,4,9,79,0,1,0
espncricinfo.com/england/content/player/country.html?country=1;alpha=K,benign,70,2,0,0,1,2,4,1,0,4,0,52,0,0,0
c.mymovies.dk/View.aspx?device=Mobile&guidTitle=d257d66d-b84e-402c-895a-2be9fd3d79b8&guidUser=59fec8d4-c777-427c-9054-268aaf05e60f&dpi=108,benign,138,3,8,0,43,4,1,1,0,8,0,23,0,0,0
insider.espn.go.com/nhl/story/_/id/7035611/nhl-espn-magazine-2011-12-minnesota-wild-season-preview,benign,98,3,8,0,13,0,6,0,0,1,0,98,0,0,0
realtor.com/realestateandhomes-search/New-Haven_CT,benign,50,1,2,0,0,0,2,0,0,1,0,50,0,0,0
naia.cstv.com/sports/m-baskbl/spec-rel/032310aad.html,benign,53,3,2,0,6,0,4,0,0,0,0,53,0,0,0
townhall.com/columnists/dennisprager/,benign,37,1,0,0,0,0,3,0,0,0,0,37,0,0,0
images.mitrasites.com/fred-vinson.html,benign,38,3,1,0,0,0,1,0,0,0,0,38,0,0,0
ilovefundraising.com/,benign,21,1,0,0,0,0,1,0,0,0,0,21,0,0,0
waddywachtelinfo.com/JacksonBrowne3.html,benign,40,2,0,0,1,0,1,0,0,0,0,40,0,0,0
travela.priceline.com/hotel/POI-Clermont_En_Argonne_France_Clermont_En_Argonne_Meuse_France-96106906.html,benign,105,3,2,0,8,0,2,0,0,8,0,105,0,0,0
http://kenh14.vn/2-tek/iphone-do-suc-cung-smartphone-android-theo-tung-tieu-chi-20141117112640637.chn,benign,101,2,11,0,20,0,4,0,0,0,9,85,0,1,0
abajournal.com/news/article/husch_blackwell_sanders_grows_again_will_merge_with_chicago_ip_boutique/,benign,100,1,0,0,0,0,4,0,0,10,0,100,0,0,0
bc.edu/bc_org/avp/cas/fnart/art/claudel.html,benign,44,2,0,0,0,0,6,0,0,1,0,44,0,0,0
associatedcontent.com/article/851263/2008_new_york_jets_afc_east_preview.html,benign,77,2,0,0,10,0,3,0,0,6,0,77,0,0,0
thefader.com/2011/11/08/elite-gymnastics-so-close-to-paradise-3-physical-therapy-remix-mp3/,benign,91,1,10,0,10,0,5,0,0,0,0,91,0,0,0
freewebs.com/johnnyyongbosch/,benign,29,1,0,0,0,0,2,0,0,0,0,29,0,0,1
visitlittletokyo.com/,benign,21,1,0,0,0,0,1,0,0,0,0,21,0,0,0
beemp3.com/download.php?file=945291&song=The+Pride+-+Pts+1+%26+2,benign,64,2,1,0,11,2,1,1,1,4,0,23,0,0,0
bloody-disgusting.com/news/17050,benign,32,1,1,0,5,0,2,0,0,0,0,32,0,0,0
kudzu.com/m/Providence-Saint-Joseph-Medical-Center-7266333,benign,58,1,5,0,7,0,2,0,0,0,0,58,0,0,0
scootdawg.proboards.com/index.cgi?board=auction&action=display&thread=32313,benign,75,3,0,0,5,3,1,1,0,6,0,33,0,0,0
http://nypost.com/2015/05/13/columbia-hoops-terrific-catch-could-put-them-over-the-top-in-ivy/,benign,94,1,11,0,8,0,7,0,0,0,10,77,0,1,0
http://ringring.vn/chan-dung-nguoi-vo-xinh-dep-tai-nang-va-tao-tan-cua-duy-nhan-117866.html,benign,91,2,14,0,6,0,3,0,0,0,11,73,0,1,0
amazon.com/Betrayal-Shattering-Discrimination-Publishing-Association/dp/0961423005,benign,82,1,4,0,10,0,3,0,0,0,0,82,0,0,0
sleepinghedgehog.com/books/lisa-croll-di-dio-sherwood-forest/,benign,61,1,5,0,0,0,3,0,0,0,0,61,0,0,0
freedomfightersforamerica.com/,benign,30,1,0,0,0,0,1,0,0,0,0,30,0,0,1
npr.org/2011/10/20/141530025/occupy-wall-street-from-a-blog-post-to-a-movement,benign,78,1,9,0,17,0,5,0,0,0,0,78,0,0,0
https://getpocket.com/signup?mode=socialmode&t=1&route=http://getpocket.com/p/pocket-topics/sports,benign,98,2,1,0,1,3,8,1,0,6,13,7,1,0,0
chemistry.lsu.edu/site/People/Faculty/Kevin%20Smith/item1139.html,benign,65,3,0,0,6,0,5,0,1,0,0,65,0,0,0
payment.childrensmercy.org/PFS/,benign,31,2,0,0,0,0,2,0,0,0,0,31,0,0,0
tripadvisor.com/Attraction_Review-g255069-d1480886-Reviews-Gallo_DairyLand-Cairns_Cairns_District_Queensland.html,benign,113,2,5,0,13,0,1,0,0,5,0,113,0,0,0
elections.ca/content.aspx?section=ele&document=qc&dir=pas/39ge/loc/lis&lang=e,benign,77,2,0,0,2,4,4,1,0,8,0,25,0,0,0
yelp.com/biz/silver-star-bakery-providence,benign,42,1,3,0,0,0,2,0,0,0,0,42,0,0,0
dec.ny.gov/cfmx/extapps/MinedLand/standard/commodities/index.cfm?commod=dut_liv,benign,79,3,0,0,0,1,6,1,0,3,0,64,0,0,0
divaelizabeth.deviantart.com/,benign,29,2,0,0,0,0,1,0,0,0,0,29,0,0,0
nytimes.com/keyword/kemper-arena,benign,32,1,1,0,0,0,2,0,0,0,0,32,0,0,0
violetenish93.tripod.com/entry-www.provider.emergis.com.html,benign,60,6,1,0,2,0,1,0,0,0,0,60,0,0,0
goireland.com/BLOG/article/Dara-O-Briain-at-Vicar-Street-Dublin.html,benign,68,2,6,0,0,0,3,0,0,0,0,68,0,0,0
coursehero.com/file/2201994/31295018720788/,benign,43,1,0,0,21,0,4,0,0,0,0,43,0,0,0
boards.ancestry.com/surnames.dufour/244/mb.ashx,benign,47,4,0,0,3,0,3,0,0,0,0,47,0,0,0
house.missouri.gov/content.aspx?info=/bills081/member/MEM052.HTM,benign,64,4,0,0,6,1,4,1,0,2,0,31,0,0,0
uecorp.com/,benign,11,1,0,0,0,0,1,0,0,0,0,11,0,0,0
weberstatesports.com/ViewArticle.dbml?DB_OEM_ID=8600&ATCLID=205029331,benign,69,2,0,0,13,2,1,1,0,6,0,37,0,0,0
spartannation.com/2007/08/22/sam-puryear-named-michigan-state-men%e2%80%99s-golf-coach/,benign,87,1,7,0,13,0,5,0,3,0,0,87,0,0,0
democraticspace.com/canada2008/ontario/,benign,39,1,0,0,4,0,3,0,0,0,0,39,0,0,0
http://extratorrent.cc/torrent/4190376/VA-Nothing_But..._Pure_Trance_Vol._5-NBPT005-WEB-2015-JUSTiFY.html,benign,105,6,5,0,15,0,5,0,0,5,15,83,0,1,0
